# REGISTER 1 — numeric-claims.tsv   FROZEN at HEAD 0cdd5b1
# Corpus: references/*.md (30) + reference-impl/*.md (11) + SKILL.md + index.md = 43 files, 20776 lines.
# Scan unit: one NUMERIC TOKEN = /(?<![\w.])[-+]?\d[\d_]*(\.\d+)?([eE][-+]?\d+)?/.
# One row per surviving token, NOT per claim: a range like '5-11 m' emits two rows sharing one claim_text.
# That is deliberate — merging ranges into one row is the step at which a claim can vanish unseen.
#
# DENOMINATOR
#   numeric tokens found in corpus ......... 13033
#   became rows ............................ 5152
#   excluded ............................... 7881
#   IDENTITY: 5152 rows + 7881 excluded = 13033 == tokens found  -> HOLDS
#
# EXCLUSIONS, every category counted (sums to 7881)
#   fenced_code            1304   inside a ``` fence — pseudocode constants, the domain of constant-pairs.tsv, not prose
#   chapter_xref           3066   backticked chapter pointer `NN` / `NN:LINE` / references/NN-*.md — a cross-reference, not a quantity
#   bibliographic          2803   citation locator: year after an author, vol(issue), vol:page, page range, pp., arXiv/patent/report id
#   okf_frontmatter         266   okf v0.2 metadata block (version, ISO timestamps, tags) between the leading --- pair
#   list_index              217   the ordinal of an ordered-list item, at the list-marker position only — other numbers on the line are still rows
#   heading_number           60   section number in a markdown heading (## 8. ...)
#   figure_panel_index       54   GALLERY.md panel grid coordinate cell (row,col)
#   url_doi_hash             45   digits inside a URL, DOI, domain path or a git commit hash
#   anchor_link              29   digits inside a markdown (#anchor-1984) target
#   math_display_block       19   literal inside a $$...$$ display-math expression
#   math_inline              18   literal inside a $...$ inline-math expression
#   SUM                    7881
#
# CLASS distribution: derived=3045, unclassified=1794, external=283, illustrative=30
# VERDICT distribution: unguarded=2649, guarded=1810, unreproducible=693
#
# CLASS rules, in cascade order (first match wins):
#   derived      value literal (distinctive) present in a reference-impl module or test; OR the line
#                names a backticked identifier that exists in module source; OR the token sits inside
#                an inline `code span` (a formula fragment the impl mirrors); OR the line is a
#                blockquote measured-output table row.
#   external     the line carries a citation marker (Author YEAR, et al., `99`, measured/empirical/USGS/SRTM).
#   illustrative the line carries a worked-example marker (e.g., for example, sims_illustrative, panel, demo).
#   unclassified no rule fired. THIS BUCKET IS REAL AND LARGE (1794). It is not 'clean'; it is 'undecided'.
#
# VERDICT rules (provisional — later waves may REASSIGN a verdict, never add or drop a row):
#   distinctive = token has a decimal point/exponent, or |int| > 10. Non-distinctive tokens (0..10)
#   match code literals by coincidence, so a literal match on them is NOT evidence.
#   guarded         distinctive AND the value appears as a literal in reference-impl/tests/test_*.py;
#                   source_or_guard names up to two test_file::function rows.
#   unguarded       distinctive AND in a module but no test; OR non-distinctive (marked
#                   'trivial-literal:no-evidence' — these are UNPROVEN, not proven-absent).
#   unreproducible  the value appears in no module and no test. For class=external with a citation
#                   this is expected and benign; for class=derived it is the alarming case.
#
# FREEZE RULE: this row list is final. A numeric claim discovered later that is not here goes to
# OPEN-ITEMS.md as a census-miss; it must NOT be appended to this file.

file	line	claim_text	value	class	source_or_guard	verdict
12-glacial-coastal.md	1169	> drifts 17 m shoreward (x = 360 → 377 m) and the scour hollow moves to the *seaward* side	360	derived	test_cited_paths_exist.py::test_every_cited_path_resolves	guarded
12-glacial-coastal.md	1169	> drifts 17 m shoreward (x = 360 → 377 m) and the scour hollow moves to the *seaward* side.	377	unclassified	none	unreproducible
12-glacial-coastal.md	1187	> harmonic, `η = a[cos φ + r cos(2φ + ψ)]`, with `r → 2·Ur` in shallow water — so any loop w	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1187	> harmonic, `η = a[cos φ + r cos(2φ + ψ)]`, with `r → 2·Ur` in shallow water — so any loop with an	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	> Sk = <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2)	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	> Sk = <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewnes	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	> Sk = <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewness (peake	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	> Sk = <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewness (peaked	4	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	> Sk = <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewness (peaked crest)	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	> Sk = <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewness (peaked crest)	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	Sk = <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewness (peaked crest)	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	= <eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewness (peaked crest)	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1192	<eta^3>/sigma^3 = +(3/4) r cos(psi) / ((1 + r^2)/2)^(3/2) skewness (peaked crest)	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	> As = <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) a	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	> As = <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	> As = <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry (pitch	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	> As = <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry (pitched	4	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	> As = <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry (pitched front)	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	> As = <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry (pitched front)	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	As = <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry (pitched front)	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	= <H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry (pitched front)	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1193	<H(eta)^3>/sigma^3 = -(3/4) r sin(psi) / ((1 + r^2)/2)^(3/2) asymmetry (pitched front)	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a funct	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of r ALONE	9	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of r ALONE	16	derived	inputs.py::plateau;test_aeolian.py::<module>	guarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of r ALONE	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of r ALONE	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of r ALONE	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of r ALONE	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1195	> => Sk^2 + As^2 = (9/16) r^2 / ((1 + r^2)/2)^3 -- a function of r ALONE	3	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1199	nts are exactly what this section already describes: `ψ = 0` is the peaked, fore–aft	0	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1200	> symmetric crest of the shoaling wave, `ψ = −π/2` the pitched-forward sawtooth of the bore.	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1206	s of the near-bed acceleration** — `Sk(du/dt) / As(u)` = −1.914,	1.914	unclassified	none	unreproducible
12-glacial-coastal.md	1207	> −1.698, −1.435, −0.988 at `r` = 0.1, 0.2, 0.3, 0.5, and **indepe	1.698	derived	sym:r	unreproducible
12-glacial-coastal.md	1207	> −1.698, −1.435, −0.988 at `r` = 0.1, 0.2, 0.3, 0.5, and **independent of	1.435	derived	sym:r	unreproducible
12-glacial-coastal.md	1207	> −1.698, −1.435, −0.988 at `r` = 0.1, 0.2, 0.3, 0.5, and **independent of `ψ` to	0.988	derived	sym:r	unreproducible
12-glacial-coastal.md	1207	> −1.698, −1.435, −0.988 at `r` = 0.1, 0.2, 0.3, 0.5, and **independent of `ψ` to all printed	0.1	derived	asserts.py::boundary_influence_distance;inputs.py::constant_slope	guarded
12-glacial-coastal.md	1207	> −1.698, −1.435, −0.988 at `r` = 0.1, 0.2, 0.3, 0.5, and **independent of `ψ` to all printed	0.2	derived	test_aeolian.py::test_exner_conserves_sand;test_aeolian.py::test_threshold_matches_bagnolds_published_value	guarded
12-glacial-coastal.md	1207	> −1.698, −1.435, −0.988 at `r` = 0.1, 0.2, 0.3, 0.5, and **independent of `ψ` to all printed	0.3	derived	test_alluvial_fan.py::test_fan_thins_downfan;test_archetypes.py::test_photoreal_two_light_floor_and_ao	guarded
12-glacial-coastal.md	1207	> −1.698, −1.435, −0.988 at `r` = 0.1, 0.2, 0.3, 0.5, and **independent of `ψ` to all printed	0.5	derived	test_aeolian.py::test_flux_is_cubic_in_shear_velocity;test_analytic.py::test_superelevation_and_trigger	guarded
12-glacial-coastal.md	1216	> `sediment_flux` writes the onshore term as `Sk(Ur) × (1 − f_brk) × u_orb³`, with **no asymmetry	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1217	> term at all**. `(1 − f_brk)` is a **straight line standing in for `cos ψ`**	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1218	attened. Under that file's own declared schedule `ψ = −(π/2)·f_brk` (both	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1221	> | `f_brk` | 0 | ¼ | **½** | ¾ | 1 |	0	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1221	> | `f_brk` | 0 | ¼ | **½** | ¾ | 1 |	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1223	> | rotation, `cos(π f/2)` | 1.000 | 0.924 | **0.707** | 0.383 | 0 |	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1223	> | rotation, `cos(π f/2)` | 1.000 | 0.924 | **0.707** | 0.383 | 0 |	1.000	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
12-glacial-coastal.md	1223	> | rotation, `cos(π f/2)` | 1.000 | 0.924 | **0.707** | 0.383 | 0 |	0.924	derived	none	unreproducible
12-glacial-coastal.md	1223	> | rotation, `cos(π f/2)` | 1.000 | 0.924 | **0.707** | 0.383 | 0 |	0.707	derived	module:noise.py	unguarded
12-glacial-coastal.md	1223	> | rotation, `cos(π f/2)` | 1.000 | 0.924 | **0.707** | 0.383 | 0 |	0.383	derived	none	unreproducible
12-glacial-coastal.md	1223	ation, `cos(π f/2)` | 1.000 | 0.924 | **0.707** | 0.383 | 0 |	0	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1224	> | as implemented, `1 − f` | 1.000 | 0.750 | **0.500** | 0.250 | 0 |	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1224	> | as implemented, `1 − f` | 1.000 | 0.750 | **0.500** | 0.250 | 0 |	1.000	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
12-glacial-coastal.md	1224	> | as implemented, `1 − f` | 1.000 | 0.750 | **0.500** | 0.250 | 0 |	0.750	derived	test_dunes.py::test_deposition_instability_sweeps_only_when_psand_exceeds_pbare;test_ops_filters.py::test_levels_clips_gammas_and_maps	guarded
12-glacial-coastal.md	1224	> | as implemented, `1 − f` | 1.000 | 0.750 | **0.500** | 0.250 | 0 |	0.500	derived	test_aeolian.py::test_flux_is_cubic_in_shear_velocity;test_analytic.py::test_superelevation_and_trigger	guarded
12-glacial-coastal.md	1224	> | as implemented, `1 − f` | 1.000 | 0.750 | **0.500** | 0.250 | 0 |	0.250	derived	test_aeolian.py::_playa;test_aeolian.py::test_a_constant_field_reproduces_the_constant_vector	guarded
12-glacial-coastal.md	1224	mplemented, `1 − f` | 1.000 | 0.750 | **0.500** | 0.250 | 0 |	0	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1225	> | the linear factor reads low by | — | 18.8% | **29.3%** | 34.7% | — |	18.8	derived	test_noise_pinch.py::<module>	guarded
12-glacial-coastal.md	1225	> | the linear factor reads low by | — | 18.8% | **29.3%** | 34.7% | — |	29.3	derived	none	unreproducible
12-glacial-coastal.md	1225	the linear factor reads low by | — | 18.8% | **29.3%** | 34.7% | — |	34.7	derived	none	unreproducible
12-glacial-coastal.md	1228	> **0.207 at half breaking — 41% of the value the implementation us	0.207	unclassified	none	unreproducible
12-glacial-coastal.md	1228	> **0.207 at half breaking — 41% of the value the implementation uses.** ⚠️ The percentag	41	derived	test_analysis.py::_paraboloid;test_analysis.py::test_curvature_flat_guard_and_finite	guarded
12-glacial-coastal.md	1236	han a straight line through breaking**, so a loop using `(1 − f_brk)`	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1278	epth**, one seaward of the bar with an unbroken wave, one 44 m landward with a wave that has just	44	derived	test_cited_paths_exist.py::test_the_scan_still_finds_the_citations;test_mask_partition.py::_mixed_alpine	guarded
12-glacial-coastal.md	1281	| | seaward, x = 358 m, d = 2.55 m | landward, x = 402 m, d = 2.60 m | differe	358	unclassified	none	unreproducible
12-glacial-coastal.md	1281	| | seaward, x = 358 m, d = 2.55 m | landward, x = 402 m, d = 2.60 m | difference |	2.55	unclassified	none	unreproducible
12-glacial-coastal.md	1281	| | seaward, x = 358 m, d = 2.55 m | landward, x = 402 m, d = 2.60 m | difference |	402	unclassified	none	unreproducible
12-glacial-coastal.md	1281	seaward, x = 358 m, d = 2.55 m | landward, x = 402 m, d = 2.60 m | difference |	2.60	derived	module:archetypes.py,crater_demo.py	unguarded
12-glacial-coastal.md	1283	| `min(shoal, γ·d)` | 1.786 m | 1.778 m | **7 mm** |	1.786	unclassified	none	unreproducible
12-glacial-coastal.md	1283	| `min(shoal, γ·d)` | 1.786 m | 1.778 m | **7 mm** |	1.778	unclassified	none	unreproducible
12-glacial-coastal.md	1283	| `min(shoal, γ·d)` | 1.786 m | 1.778 m | **7 mm** |	7	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1284	| energy-flux march (below) | 1.788 m | 1.204 m | **584 mm** |	1.788	unclassified	none	unreproducible
12-glacial-coastal.md	1284	| energy-flux march (below) | 1.788 m | 1.204 m | **584 mm** |	1.204	unclassified	none	unreproducible
12-glacial-coastal.md	1284	| energy-flux march (below) | 1.788 m | 1.204 m | **584 mm** |	584	unclassified	none	unreproducible
12-glacial-coastal.md	1287	the same point in one number: `F/F₀` is back to **1.000** in the trough at x = 375 m — the entire	1.000	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
12-glacial-coastal.md	1287	number: `F/F₀` is back to **1.000** in the trough at x = 375 m — the entire	375	unclassified	none	unreproducible
12-glacial-coastal.md	1288	is handed back the instant the water deepens — against **0.642** for a	0.642	unclassified	none	unreproducible
12-glacial-coastal.md	1292	enough that `shoal(H_0,d) < γ·d` it stops being capped — 55 cells on this bed — and a careless	55	derived	test_slope_units.py::<module>	guarded
12-glacial-coastal.md	1294	broke**, restored to full height (1.727 m in the trough, *above* the 1.625 m it carried before it	1.727	unclassified	none	unreproducible
12-glacial-coastal.md	1294	stored to full height (1.727 m in the trough, *above* the 1.625 m it carried before it	1.625	unclassified	none	unreproducible
12-glacial-coastal.md	1297	ction**; in the marched model on this same bed it holds **139 cells**. That set *is* the	139	unclassified	none	unreproducible
12-glacial-coastal.md	1334	> **The decay carries an obliquity, and the 1-D form above and the 2-D divergence form are not the	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1334	ecay carries an obliquity, and the 1-D form above and the 2-D divergence form are not the	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1340	> the 1-D form makes silently and a reader porting it to a plan v	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1343	> **Measured** (same bed, same sea state, the 1-D march against a 2-D one on an alongshore-uniform	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1343	ured** (same bed, same sea state, the 1-D march against a 2-D one on an alongshore-uniform	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1348	> | 0° | **4.4×10⁻¹⁶ m** | 0.000% | — the identity |	0	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1348	> | 0° | **4.4×10⁻¹⁶ m** | 0.000% | — the identity |	4.4	derived	module:hex_anatomy.py,landforms.py	unguarded
12-glacial-coastal.md	1348	> | 0° | **4.4×10⁻¹⁶ m** | 0.000% | — the identity |	10	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1348	> | 0° | **4.4×10⁻¹⁶ m** | 0.000% | — the identity |	0.000	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
12-glacial-coastal.md	1349	> | 20° | 2.6 mm | **0.14%** | 6.56° |	20	derived	inputs.py::two_basins;test_aeolian.py::test_saturation_length_shifts_deposition_downwind	guarded
12-glacial-coastal.md	1349	> | 20° | 2.6 mm | **0.14%** | 6.56° |	2.6	derived	module:archetypes.py,crater_demo.py	unguarded
12-glacial-coastal.md	1349	> | 20° | 2.6 mm | **0.14%** | 6.56° |	0.14	derived	test_hex_grid.py::test_cube_round_is_exact_and_naive_rounding_is_not	guarded
12-glacial-coastal.md	1349	> | 20° | 2.6 mm | **0.14%** | 6.56° |	6.56	derived	none	unreproducible
12-glacial-coastal.md	1350	> | 40° | 8.0 mm | **0.47%** | 11.84° |	40	derived	inputs.py::two_basins;test_aeolian.py::_bump	guarded
12-glacial-coastal.md	1350	> | 40° | 8.0 mm | **0.47%** | 11.84° |	8.0	derived	asserts.py::no_interior_pit;inputs.py::two_basins	guarded
12-glacial-coastal.md	1350	> | 40° | 8.0 mm | **0.47%** | 11.84° |	0.47	derived	none	unreproducible
12-glacial-coastal.md	1350	> | 40° | 8.0 mm | **0.47%** | 11.84° |	11.84	derived	none	unreproducible
12-glacial-coastal.md	1354	> beach Snell has turned it to 6.6°, and `1/cos 6.6° − 1` is 0.66%. On a **steep** coast, wh	6.6	unclassified	none	unreproducible
12-glacial-coastal.md	1354	> beach Snell has turned it to 6.6°, and `1/cos 6.6° − 1` is 0.66%. On a **steep** coast, where the	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1354	> beach Snell has turned it to 6.6°, and `1/cos 6.6° − 1` is 0.66%. On a **steep** coast, where the	6.6	derived	none	unreproducible
12-glacial-coastal.md	1354	> beach Snell has turned it to 6.6°, and `1/cos 6.6° − 1` is 0.66%. On a **steep** coast, where the	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1354	each Snell has turned it to 6.6°, and `1/cos 6.6° − 1` is 0.66%. On a **steep** coast, where the	0.66	derived	module:archetypes.py,landforms.py	unguarded
12-glacial-coastal.md	1359	> family as the `E₀/4` versus `E_b/2` trap	4	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1359	> family as the `E₀/4` versus `E_b/2` trap	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1361	> nearly 1 in the case it was written for, quietly wrong in the case	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1370	> 1. **Give the model a plane beach whose contours run at an	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1373	> rotation: worst error **0.186° / 0.310° / 0.277°** at `φ` = 10 / 20 / 30°, and **0.000°	0.186	unclassified	none	unreproducible
12-glacial-coastal.md	1373	> rotation: worst error **0.186° / 0.310° / 0.277°** at `φ` = 10 / 20 / 30°, and **0.000°** at	0.310	unclassified	none	unreproducible
12-glacial-coastal.md	1373	> rotation: worst error **0.186° / 0.310° / 0.277°** at `φ` = 10 / 20 / 30°, and **0.000°** at	0.277	unclassified	none	unreproducible
12-glacial-coastal.md	1373	tation: worst error **0.186° / 0.310° / 0.277°** at `φ` = 10 / 20 / 30°, and **0.000°** at	10	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1373	n: worst error **0.186° / 0.310° / 0.277°** at `φ` = 10 / 20 / 30°, and **0.000°** at	20	derived	inputs.py::two_basins;test_aeolian.py::test_saturation_length_shifts_deposition_downwind	guarded
12-glacial-coastal.md	1373	rst error **0.186° / 0.310° / 0.277°** at `φ` = 10 / 20 / 30°, and **0.000°** at	30	derived	test_aeolian.py::test_availability_gate_stops_transport;test_aeolian.py::test_deflation_cannot_excavate_below_the_available_sand	guarded
12-glacial-coastal.md	1373	*0.186° / 0.310° / 0.277°** at `φ` = 10 / 20 / 30°, and **0.000°** at	0.000	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
12-glacial-coastal.md	1374	> `φ = 0`, where it collapses back into the old identity. ⚠️ Measu	0	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1375	the ramp: pinned to the grid centre the same row reads **0.030°** at 30° and gets *easier* the	0.030	derived	test_anatomy_figures.py::test_anisotropy_anatomy_builds_and_reports_the_trap;test_anisotropy.py::test_rotation_separates_lattice_anisotropy_from_the_interpolation_floor	guarded
12-glacial-coastal.md	1375	inned to the grid centre the same row reads **0.030°** at 30° and gets *easier* the	30	derived	test_aeolian.py::test_availability_gate_stops_transport;test_aeolian.py::test_deflation_cannot_excavate_below_the_available_sand	guarded
12-glacial-coastal.md	1376	> more rotation is applied, which is `terrain-renderer/11`'s eleventh way in one line.	11	derived	test_analytic.py::test_superelevation_and_trigger;test_atom_coverage.py::<module>	guarded
12-glacial-coastal.md	1377	> 2. **The closed form for how far a crest turns, which settl	2	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1380	> > **`dθ/dβ = 1 − c(d)/c(d_ref)`**	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1382	crest is parallel to its contour **only in the limit `c → 0`.** So "surf arrives shore-parallel"	0	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1384	> *below* `1 − c(d)/c(d_ref)` and *above* zero. Measured across a mode	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1384	above* zero. Measured across a modelled embayment at `d = 1.7 m`	1.7	derived	test_atom_coverage.py::<module>;test_hex_grid.py::<module>	guarded
12-glacial-coastal.md	1385	> against a `d_ref = 8 m` shelf: slope **0.366** (R² 0.67) against a bound of **	8	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1385	> against a `d_ref = 8 m` shelf: slope **0.366** (R² 0.67) against a bound of **0.513**, and	0.366	unclassified	none	unreproducible
12-glacial-coastal.md	1385	> against a `d_ref = 8 m` shelf: slope **0.366** (R² 0.67) against a bound of **0.513**, and	0.67	unclassified	none	unreproducible
12-glacial-coastal.md	1385	m` shelf: slope **0.366** (R² 0.67) against a bound of **0.513**, and	0.513	unclassified	none	unreproducible
12-glacial-coastal.md	1386	> **−0.000000** with the refraction term frozen and everything else lef	0.000000	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
12-glacial-coastal.md	1387	what makes the row mean something — without it a slope of 0.37 is equally consistent with a	0.37	derived	test_hex_grid.py::test_gradient6_is_affine_exact_in_world_space;test_hex_grid.py::test_sample_is_affine_exact_and_continuous	guarded
12-glacial-coastal.md	1394	ference for exactly this). The onset criterion and `γ_s ≈ 0.4` are **relayed**: they	0.4	derived	test_aeolian.py::test_abrasion_rate_follows_the_local_wind_speed;test_analysis.py::test_derive_substances_moisture_gates_snow	guarded
12-glacial-coastal.md	1395	are quoted from the REF/DIF 1 v3.0 manual §2.3.5 by the implementation named above, and	1	unclassified	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1395	are quoted from the REF/DIF 1 v3.0 manual §2.3.5 by the implementation named above, and neither	2.3	derived	test_meander.py::test_neck_cutoff_shortens_line_and_emits_oxbow	guarded
12-glacial-coastal.md	1398	value — it is quoted as 0.15 in the energy-flux form and 0.017 in amplitude form and t	0.15	derived	test_atom_coverage.py::<module>;test_crater.py::test_oblique_crater_elongates_downrange	guarded
12-glacial-coastal.md	1398	value — it is quoted as 0.15 in the energy-flux form and 0.017 in amplitude form and the	0.017	unclassified	none	unreproducible
12-glacial-coastal.md	1417	`c_g → √(gd)` and `cos θ → 1`, so `F = (ρg^{3/2}/8)·Γ²·d^{5/2}`. Substitute into	1	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1417	`c_g → √(gd)` and `cos θ → 1`, so `F = (ρg^{3/2}/8)·Γ²·d^{5/2}`. Substitute into	3	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1417	`c_g → √(gd)` and `cos θ → 1`, so `F = (ρg^{3/2}/8)·Γ²·d^{5/2}`. Substitute into	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1417	`c_g → √(gd)` and `cos θ → 1`, so `F = (ρg^{3/2}/8)·Γ²·d^{5/2}`. Substitute into	8	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1417	`c_g → √(gd)` and `cos θ → 1`, so `F = (ρg^{3/2}/8)·Γ²·d^{5/2}`. Substitute into	5	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1417	_g → √(gd)` and `cos θ → 1`, so `F = (ρg^{3/2}/8)·Γ²·d^{5/2}`. Substitute into	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1418	`dF/dx = −(K/d)(F − F_s)` and divide out the common `(ρg^{3/2}/8)·d^{3/2}`:	3	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1418	F/dx = −(K/d)(F − F_s)` and divide out the common `(ρg^{3/2}/8)·d^{3/2}`:	2	derived	trivial-literal:no-evidence	unguarded
12-glacial-coastal.md	1418	x = −(K/d)(F − F_s)` and divide out the common `(ρg^{3/2}/8)·d^{3/2}`:	8	derived	trivial-literal:no-evidence	unguarded
