# REGISTER 2 — constant-pairs.tsv   FROZEN at HEAD 0cdd5b1
# Pairs every constant stated in shipped prose (fenced pseudocode AND running text) against every
# numeric default in reference-impl/*.py, AND against every other statement of the same symbol.
#
# DENOMINATOR — prose side
#   fenced blocks scanned .................... 250
#   fenced lines scanned ..................... 1896
#   numeric tokens inside those fences ....... 1304   (== register 1's fenced_code exclusion; the two registers reconcile)
#     -> fenced constant assignments (rows) .. 151
#     -> excluded, every category counted:
#          fenced:formula_or_bare_literal       539
#          fenced:in_comment                    369
#          fenced:positional_call_arg           139
#          fenced:array_index_or_slice          101
#          fenced:keyword_or_control_lhs          5
#          SUM excluded                        1153
#     IDENTITY: 151 assignments + 1153 excluded = 1304 == fenced tokens -> HOLDS
#   prose (non-fenced) `symbol` => number statements ......... 60
#     candidates rejected, every category counted:
#          prose:no_connective_between_symbol_and_number    104
#          prose:number_is_a_citation_or_xref_token           7
#     IDENTITY: 60 kept + 111 rejected = 171 candidates
#     'number_is_a_citation_or_xref_token' reuses register 1's exclusion map verbatim, so the two
#     registers cannot disagree about what counts as a citation.
#     scanned over a 2-LINE WINDOW because this corpus hard-wraps: the dune `hop` docstring case
#     is split across two lines and a 1-line scan misses it. That is the exact defect class here.
#     Restricted to symbols that exist in module source (359 symbols), so a prose number next to an
#     unimplemented name is NOT a row — that residue is a known gap, logged in OPEN-ITEMS.md.
#
# DENOMINATOR — module side
#   distinct symbols carrying a numeric default/const .... 298
#   distinct symbols carrying a docstring-stated value ... 98
#   symbols never mentioned in prose (module_only rows) .. 514
#
# ROWS EMITTED: 884
# VERDICTS: module_only=514, chapter_vs_chapter=159, chapter_only=98, diverge=81, agree=32
#   agree              chapter value == module value
#   diverge            chapter value != module value  <-- the defect class
#   chapter_only       prose states a constant for a symbol no module defines
#   module_only        module ships a default no prose ever states
#   chapter_vs_chapter the SAME symbol is given two different values by two prose/docstring sites.
#                      Required because a chapter<->module-only table cannot see this class at all;
#                      dune `hop` is the worked instance (05:399 says 3, dunes.py:49 docstring says 5,
#                      dunes.py:20 ships 1 — a three-way split no pairwise chapter/module check finds).
#   CAVEAT, stated not hidden: 137 of the 159 chapter_vs_chapter rows involve a symbol of <=2 characters
#   (n, c, k, H ...). Single letters are reused across unrelated chapters, so many of those rows are
#   name collisions rather than real divergences. They are KEPT, not dropped: a freeze must not
#   silently discard candidates. Wave 1 downgrades them by assigning a verdict, not by deleting rows.
#
# FREEZE RULE: later waves may only change the verdict column. New pairs go to OPEN-ITEMS.md.

chapter	chapter_line	symbol	chapter_value	module	module_symbol	module_value	verdict
—	—	deposit_speed	—	erosion_droplet.py	kwdefault:droplet_erode()@62	0.3	module_only
—	—	depth_coef	—	hydrology.py	kwdefault:water_surface()@27	1.4	module_only
—	—	depth_exp	—	hydrology.py	kwdefault:water_surface()@27	0.4	module_only
—	—	detail	—	landforms.py	kwdefault:ridge()@319	0.35	module_only
—	—	displacement	—	tectonics.py	kwdefault:fault_scarp()@39	40	module_only
—	—	dist_scale	—	hero.py	kwdefault:hero()@55	2.2	module_only
—	—	ds	—	meander.py	kwdefault:migrate()@144	1	module_only
—	—	ds	—	meander.py	kwdefault:meander_belt()@322	6	module_only
—	—	dt	—	aeolian.py	kwdefault:exner_step()@144	1	module_only
—	—	dt	—	erosion_pipe.py	kwdefault:pipe_water()@31	0.02	module_only
—	—	dt	—	glacier.py	kwdefault:glacier_carve()@38	60	module_only
—	—	dt	—	meander.py	kwdefault:migrate()@144	1	module_only
—	—	dt	—	meander.py	kwdefault:meander_belt()@322	1	module_only
—	—	dt	—	sims_illustrative.py	kwdefault:lava_flow()@28	0.1	module_only
—	—	dt	—	sims_illustrative.py	kwdefault:glacier_sia()@84	1e+06	module_only
—	—	dt	—	snow.py	kwdefault:snow_step()@150	1	module_only
—	—	dx	—	erosion_droplet.py	module-const@81	0	module_only
—	—	dy	—	erosion_droplet.py	module-const@81	0	module_only
—	—	elev	—	hero.py	kwdefault:hero()@55	42	module_only
—	—	eps	—	analysis.py	default:curvature()@67	1e-12	module_only
—	—	eps	—	analysis.py	default:wear()@256	1e-12	module_only
—	—	eps	—	analysis.py	default:peaks()@269	1e-12	module_only
—	—	eps	—	flow.py	default:priority_flood_fill()@25	1e-05	module_only
—	—	eps	—	noise.py	default:curl()@236	1	module_only
—	—	eps	—	ops_filters.py	default:guided_filter()@228	0.001	module_only
—	—	erode	—	erosion_pipe.py	kwdefault:pipe_erode()@72	0.6	module_only
—	—	erode_rate	—	braided.py	kwdefault:braided_river()@41	0.55	module_only
—	—	erode_speed	—	erosion_droplet.py	kwdefault:droplet_erode()@62	0.3	module_only
—	—	erupt	—	sims_illustrative.py	kwdefault:lava_flow()@28	2	module_only
—	—	erupted	—	sims_illustrative.py	module-const@40	0	module_only
—	—	eta	—	sims_illustrative.py	kwdefault:lava_flow()@28	1000	module_only
—	—	evap	—	erosion_pipe.py	kwdefault:pipe_water()@31	0	module_only
—	—	evaporate	—	erosion_droplet.py	kwdefault:droplet_erode()@62	0.02	module_only
—	—	evaporate	—	erosion_pipe.py	kwdefault:pipe_erode()@72	0.012	module_only
—	—	exported	—	braided.py	module-const@62	0	module_only
—	—	exported	—	erosion_pipe.py	module-const@94	0	module_only
—	—	exposure	—	sims_illustrative.py	kwdefault:coastal_retreat()@130	1	module_only
—	—	extent_km	—	hero.py	default:from_graph()@161	48	module_only
—	—	f_slide	—	glacier.py	kwdefault:glacier_carve()@38	0.6	module_only
—	—	factor	—	erosion_thermal.py	default:thermal_erosion()@39	0.25	module_only
—	—	factor	—	erosion_thermal.py	default:_thermal_erosion_loop()@79	0.25	module_only
—	—	factor	—	landforms.py	default:_talus_relax()@181	0.5	module_only
—	—	factor	—	snow.py	default:thermal_on_layer()@30	0.25	module_only
—	—	falloff	—	placement.py	default:coverage()@37	0	module_only
—	—	falloff	—	placement.py	default:disc()@48	0	module_only
—	—	falloff	—	placement.py	default:rect()@54	0	module_only
—	—	falloff	—	placement.py	default:capsule()@61	0	module_only
—	—	falloff	—	placement.py	default:polygon()@68	0	module_only
—	—	falloff	—	placement.py	default:path_mask()@74	0	module_only
—	—	fed	—	braided.py	module-const@62	0	module_only
—	—	feed	—	braided.py	kwdefault:braided_river()@41	0.3	module_only
—	—	fetch	—	winds.py	kwdefault:upwind_slope()@79	12	module_only
—	—	fetch	—	winds.py	kwdefault:terrain_speedup()@107	12	module_only
—	—	fetch	—	winds.py	kwdefault:terrain_adjust()@213	12	module_only
—	—	floor_reach	—	aeolian.py	kwdefault:yardang()@177	3	module_only
—	—	flow_w	—	analysis.py	kwdefault:texture_base()@280	0.2	module_only
—	—	flux	—	landforms.py	kwdefault:alluvial_fan()@470	9	module_only
—	—	flux_const	—	erosion_pipe.py	kwdefault:pipe_water()@31	1	module_only
—	—	fog	—	hero.py	kwdefault:hero()@55	0.3	module_only
—	—	fold_amp	—	landforms.py	kwdefault:strat_coord()@63	0	module_only
—	—	fold_freq	—	landforms.py	kwdefault:strat_coord()@63	0	module_only
—	—	fovy	—	hero.py	kwdefault:hero()@55	30	module_only
—	—	freq_along	—	aeolian.py	kwdefault:yardang()@177	0.018	module_only
—	—	freq_cross	—	aeolian.py	kwdefault:yardang()@177	0.11	module_only
—	—	gamma	—	flow_anatomy.py	default:_log_image()@323	0.45	module_only
—	—	gamma	—	ops_filters.py	default:levels()@109	1	module_only
—	—	gate_power	—	landforms.py	kwdefault:alluvial_fan()@470	1.5	module_only
—	—	grad	—	capability_grid.py	module-const@436	0.0022	module_only
—	—	gravity	—	erosion_droplet.py	kwdefault:droplet_erode()@62	4	module_only
—	—	half_width	—	meander.py	kwdefault:meander_belt()@322	10	module_only
—	—	header	—	capability_grid.py	module-const@473	60	module_only
—	—	impulses	—	noise.py	kwdefault:gabor()@247	8	module_only
—	—	inertia	—	erosion_droplet.py	kwdefault:droplet_erode()@62	0.05	module_only
—	—	iters	—	aeolian.py	kwdefault:yardang()@177	10	module_only
—	—	iters	—	diffusion.py	default:hillslope_diffuse()@9	1	module_only
—	—	iters	—	erosion_pipe.py	kwdefault:pipe_erode()@72	700	module_only
—	—	iters	—	ops_filters.py	default:perona_malik()@242	20	module_only
—	—	iters	—	shallow_water.py	kwdefault:simulate()@23	600	module_only
—	—	iters	—	snow.py	default:thermal_on_layer()@30	4	module_only
—	—	iters	—	snow.py	kwdefault:wind_redistribute()@65	3	module_only
—	—	jitter	—	scatter.py	default:jittered_grid()@87	1	module_only
—	—	k_channel	—	winds.py	kwdefault:valley_channel()@177	1	module_only
—	—	k_channel	—	winds.py	kwdefault:terrain_adjust()@213	1	module_only
—	—	k_coast	—	sims_illustrative.py	kwdefault:coastal_retreat()@130	0.5	module_only
—	—	k_fault	—	tectonics.py	kwdefault:fault_weakness()@56	6	module_only
—	—	k_rock	—	tectonics.py	kwdefault:fault_weakness()@56	1	module_only
—	—	k_speedup	—	winds.py	kwdefault:terrain_speedup()@107	1.5	module_only
—	—	k_speedup	—	winds.py	kwdefault:terrain_adjust()@213	1.5	module_only
—	—	kflux	—	sims_illustrative.py	kwdefault:lava_flow()@28	0.05	module_only
—	—	lam	—	archetypes.py	module-const@128	130	module_only
—	—	lam	—	ops_filters.py	default:perona_malik()@242	0.2	module_only
—	—	lateral	—	braided.py	kwdefault:braided_river()@41	0.04	module_only
—	—	length	—	landforms.py	kwdefault:alluvial_fan()@470	90	module_only
—	—	length	—	ops_filters.py	default:linear_gradient()@77	1	module_only
—	—	lobes	—	landforms.py	kwdefault:alluvial_fan()@470	6	module_only
—	—	m2	—	capability_grid.py	module-const@435	190	module_only
—	—	m_exp	—	braided.py	kwdefault:braided_river()@41	2.5	module_only
—	—	max_density	—	scatter.py	default:scatter_by_density()@77	1	module_only
—	—	max_depth	—	hydrology.py	default:water_colour()@61	7	module_only
—	—	max_erode	—	erosion_pipe.py	kwdefault:pipe_erode()@72	1	module_only
—	—	max_erode_frac	—	glacier.py	kwdefault:glacier_carve()@38	0.3	module_only
—	—	max_lifetime	—	erosion_droplet.py	kwdefault:droplet_erode()@62	30	module_only
—	—	max_river_depth	—	hydrology.py	kwdefault:water_surface()@27	9	module_only
—	—	max_speedup	—	winds.py	kwdefault:terrain_speedup()@107	2	module_only
—	—	max_speedup	—	winds.py	kwdefault:terrain_adjust()@213	2	module_only
—	—	max_steps	—	runout.py	default:voellmy_runout()@37	100000	module_only
—	—	max_substeps	—	glacier.py	kwdefault:glacier_carve()@38	900	module_only
—	—	max_substeps	—	sims_illustrative.py	kwdefault:glacier_sia()@84	300	module_only
—	—	melt_factor	—	snow.py	kwdefault:snow_step()@150	0.6	module_only
—	—	min_sep	—	meander.py	kwdefault:migrate()@144	8	module_only
—	—	min_sep	—	meander.py	kwdefault:meander_belt()@322	10	module_only
—	—	min_slope	—	erosion_droplet.py	kwdefault:droplet_erode()@62	0.01	module_only
—	—	min_tilt	—	erosion_pipe.py	kwdefault:pipe_erode()@72	0.05	module_only
—	—	moisture_eps	—	snow.py	kwdefault:dry_snow_attribution()@99	1e-06	module_only
—	—	mu	—	landforms.py	default:crater_diameter()@27	0.55	module_only
—	—	n_barrancos	—	landforms.py	kwdefault:volcano()@374	16	module_only
—	—	n_dirs	—	analysis.py	default:horizon_ao()@124	8	module_only
—	—	n_droplets	—	erosion_droplet.py	default:droplet_erode()@62	20000	module_only
—	—	n_faults	—	tectonics.py	kwdefault:fault_scarp()@39	6	module_only
—	—	n_faults	—	tectonics.py	kwdefault:fault_weakness()@56	6	module_only
—	—	n_plates	—	tectonics.py	kwdefault:plate_uplift()@72	12	module_only
—	—	n_ridges	—	landforms.py	kwdefault:mountain()@204	3	module_only
—	—	n_stops	—	render.py	default:extract_satmap()@277	12	module_only
—	—	n_tributaries	—	landforms.py	kwdefault:canyon()@408	3	module_only
—	—	notch	—	sims_illustrative.py	kwdefault:coastal_retreat()@130	1	module_only
—	—	nu	—	isostasy.py	default:flexural_rigidity()@17	0.25	module_only
—	—	ocean_frac	—	tectonics.py	kwdefault:plate_uplift()@72	0.45	module_only
—	—	octaves	—	aeolian.py	kwdefault:yardang()@177	4	module_only
—	—	octaves	—	archetypes.py	default:_g()@29	6	module_only
—	—	octaves	—	crater_demo.py	default:_ang_noise()@40	4	module_only
—	—	octaves	—	noise.py	default:fbm()@170	6	module_only
—	—	octaves	—	noise.py	default:ridged_mf()@186	6	module_only
—	—	octaves	—	noise.py	default:hybrid_mf()@205	6	module_only
—	—	opacity	—	render.py	default:blend_rgb()@340	1	module_only
—	—	orogen_width	—	tectonics.py	kwdefault:plate_uplift()@72	12	module_only
—	—	out_hi	—	ops_filters.py	default:remap()@94	1	module_only
—	—	out_hi	—	ops_filters.py	default:levels()@109	1	module_only
—	—	out_lo	—	ops_filters.py	default:remap()@94	0	module_only
—	—	out_lo	—	ops_filters.py	default:levels()@109	0	module_only
—	—	out_vol	—	shallow_water.py	module-const@40	0	module_only
—	—	overhang_frac	—	meander.py	kwdefault:seed_wave()@303	0.22	module_only
—	—	oxbow_depth	—	meander.py	kwdefault:meander_belt()@322	5	module_only
—	—	pad	—	archetypes.py	default:montage()@435	4	module_only
—	—	pad	—	archetypes.py	default:labeled_montage()@445	4	module_only
—	—	pad	—	capability_grid.py	module-const@471	6	module_only
—	—	pad	—	gallery.py	default:montage()@221	3	module_only
—	—	period	—	sims_illustrative.py	default:tide_level()@148	12.42	module_only
—	—	phase	—	landforms.py	default:fold()@456	0	module_only
—	—	pipes	—	erosion_pipe.py	kwdefault:pipe_water()@31	8	module_only
—	—	pluck_slope	—	glacier.py	kwdefault:glacier_carve()@38	0.5	module_only
—	—	points	—	flow_anatomy.py	default:lorenz()@188	220	module_only
—	—	rain	—	erosion_pipe.py	kwdefault:pipe_water()@31	0	module_only
—	—	rain	—	erosion_pipe.py	kwdefault:pipe_erode()@72	0.0003	module_only
—	—	rain	—	hydrology.py	default:discharge_from_area()@20	2e-06	module_only
—	—	rain	—	shallow_water.py	kwdefault:simulate()@23	2e-06	module_only
—	—	rain_in	—	shallow_water.py	module-const@39	0	module_only
—	—	rate	—	snow.py	kwdefault:wind_redistribute()@65	0.4	module_only
—	—	reach	—	dunes.py	module-const@65	16	module_only
—	—	reach	—	winds.py	kwdefault:lee_shelter()@118	12	module_only
—	—	reach	—	winds.py	kwdefault:terrain_adjust()@213	12	module_only
—	—	reach_frac	—	landforms.py	kwdefault:mountain()@204	0.34	module_only
—	—	relax	—	tectonics.py	kwdefault:plate_uplift()@72	2	module_only
—	—	relief	—	gallery.py	default:_base()@56	300	module_only
—	—	relief_radius	—	winds.py	kwdefault:terrain_axis()@140	8	module_only
—	—	relief_radius	—	winds.py	kwdefault:valley_channel()@177	8	module_only
—	—	relief_radius	—	winds.py	kwdefault:terrain_adjust()@213	8	module_only
—	—	repose	—	dunes.py	default:werner_dunes()@20	2	module_only
—	—	repose	—	sims_illustrative.py	kwdefault:coastal_retreat()@130	0.7	module_only
—	—	repose_tan	—	archetypes.py	default:_butte()@90	0.62	module_only
—	—	repose_tan	—	landforms.py	default:fault_block_butte()@109	0.62	module_only
—	—	rho	—	glacier.py	kwdefault:glacier_carve()@38	917	module_only
—	—	rho	—	sims_illustrative.py	kwdefault:lava_flow()@28	2600	module_only
—	—	rho	—	sims_illustrative.py	kwdefault:glacier_sia()@84	917	module_only
—	—	rho_bed	—	aeolian.py	kwdefault:exner_step()@144	1600	module_only
—	—	rho_c	—	isostasy.py	default:airy_root()@12	2800	module_only
—	—	rho_c	—	isostasy.py	default:erosional_rebound()@50	2800	module_only
—	—	rho_m	—	isostasy.py	default:airy_root()@12	3300	module_only
—	—	rho_m	—	isostasy.py	default:erosional_rebound()@50	3300	module_only
—	—	rho_t	—	crater.py	default:transient_crater_diameter()@29	2700	module_only
—	—	rho_t	—	crater.py	kwdefault:stamp_impact()@83	2700	module_only
—	—	rift	—	tectonics.py	kwdefault:plate_uplift()@72	0.6	module_only
—	—	rim	—	landforms.py	kwdefault:canyon()@408	1000	module_only
—	—	rng_seed	—	analysis.py	kwdefault:derive_materials()@182	0	module_only
—	—	rng_seed	—	analysis.py	kwdefault:derive_substances()@299	0	module_only
—	—	rotation	—	placement.py	default:coords()@23	0	module_only
—	—	rotation	—	placement.py	default:rect()@54	0	module_only
—	—	rotation	—	placement.py	default:place_coords()@120	0	module_only
—	—	rotation	—	placement.py	default:affine()@161	0	module_only
—	—	rough	—	crater_demo.py	kwdefault:stamp_impact_natural()@46	1	module_only
—	—	roughness	—	landforms.py	kwdefault:canyon()@408	0.05	module_only
—	—	safety	—	diffusion.py	default:stable_dt()@24	0.9	module_only
—	—	salt	—	noise.py	default:_hash01()@29	0	module_only
—	—	salt	—	scatter.py	default:_hash01()@13	0	module_only
—	—	saltation_h	—	aeolian.py	kwdefault:yardang()@177	6	module_only
—	—	sat_length	—	aeolian.py	kwdefault:saturate()@111	0	module_only
—	—	sat_length	—	aeolian.py	kwdefault:exner_step()@144	0	module_only
—	—	sea	—	capability_grid.py	module-const@308	120	module_only
—	—	seed	—	aeolian.py	kwdefault:yardang()@177	0	module_only
—	—	seed	—	archetypes.py	default:_butte()@90	0	module_only
—	—	seed	—	capability_grid.py	default:lic()@70	0	module_only
—	—	seed	—	capability_grid.py	default:_noise_fbm()@116	1	module_only
—	—	seed	—	crater_demo.py	kwdefault:stamp_impact_natural()@46	0	module_only
—	—	seed	—	dunes.py	default:werner_dunes()@20	0	module_only
—	—	seed	—	empirical_dem.py	default:our_terrain()@70	0	module_only
—	—	seed	—	erosion_droplet.py	default:droplet_erode()@62	0	module_only
—	—	seed	—	hero.py	default:from_graph()@161	4	module_only
—	—	seed	—	landforms.py	kwdefault:strat_coord()@63	0	module_only
—	—	seed	—	landforms.py	default:terrace()@91	0	module_only
—	—	seed	—	landforms.py	default:fault_block_butte()@109	0	module_only
—	—	seed	—	landforms.py	kwdefault:mountain()@204	0	module_only
—	—	seed	—	landforms.py	kwdefault:ridge()@319	0	module_only
—	—	seed	—	landforms.py	kwdefault:volcano()@374	0	module_only
—	—	seed	—	landforms.py	kwdefault:canyon()@408	0	module_only
—	—	seed	—	landforms.py	kwdefault:alluvial_fan()@470	0	module_only
—	—	seed	—	landforms.py	default:karst_sinkholes()@506	0	module_only
—	—	seed	—	noise.py	default:perlin()@65	0	module_only
—	—	seed	—	noise.py	default:value()@87	0	module_only
—	—	seed	—	noise.py	default:simplex()@106	0	module_only
—	—	seed	—	noise.py	default:worley()@143	0	module_only
—	—	seed	—	noise.py	default:fbm()@170	0	module_only
—	—	seed	—	noise.py	default:ridged_mf()@186	0	module_only
—	—	seed	—	noise.py	default:hybrid_mf()@205	0	module_only
—	—	seed	—	noise.py	default:domain_warp()@224	0	module_only
—	—	seed	—	noise.py	default:curl()@236	0	module_only
—	—	seed	—	noise.py	default:gabor()@247	0	module_only
—	—	seed	—	scatter.py	default:poisson_disk()@28	0	module_only
—	—	seed	—	scatter.py	default:scatter_by_density()@77	0	module_only
—	—	seed	—	scatter.py	default:jittered_grid()@87	0	module_only
—	—	seed	—	screen_worlds.py	default:arrakis()@25	7	module_only
—	—	seed	—	screen_worlds.py	default:beggars_canyon()@43	3	module_only
—	—	seed	—	screen_worlds.py	default:monument_valley()@50	1	module_only
—	—	seed	—	screen_worlds.py	default:pandora()@68	2	module_only
—	—	seed	—	screen_worlds.py	default:skull_island()@77	4	module_only
—	—	seed	—	screen_worlds.py	default:hoth()@86	5	module_only
—	—	seed	—	screen_worlds.py	default:crait()@102	6	module_only
—	—	seed	—	screen_worlds.py	default:miller()@108	8	module_only
—	—	seed	—	tectonics.py	kwdefault:fault_scarp()@39	0	module_only
—	—	seed	—	tectonics.py	kwdefault:fault_weakness()@56	0	module_only
—	—	seed	—	tectonics.py	kwdefault:plate_uplift()@72	0	module_only
—	—	shadow_tan	—	dunes.py	default:werner_dunes()@20	0.268	module_only
—	—	shadow_tan	—	winds.py	kwdefault:lee_shelter()@118	0.268	module_only
—	—	shadow_tan	—	winds.py	kwdefault:terrain_adjust()@213	0.268	module_only
—	—	sharpness	—	landforms.py	default:terrace()@91	2	module_only
—	—	shear	—	placement.py	default:affine()@161	0	module_only
—	—	shed_hi_deg	—	snow.py	kwdefault:snow_step()@150	60	module_only
—	—	shed_lo_deg	—	snow.py	kwdefault:snow_step()@150	50	module_only
—	—	sheen	—	hydrology.py	kwdefault:water_over_land()@70	0.1	module_only
—	—	shelter	—	winds.py	kwdefault:lee_shelter()@118	0.35	module_only
—	—	shelter	—	winds.py	kwdefault:terrain_adjust()@213	0.35	module_only
—	—	sides	—	archetypes.py	default:_butte()@90	6	module_only
—	—	sides	—	landforms.py	default:fault_block_butte()@109	6	module_only
—	—	sinuosity	—	landforms.py	kwdefault:ridge()@319	0.5	module_only
—	—	sinuosity	—	landforms.py	kwdefault:canyon()@408	0.22	module_only
—	—	size_var	—	landforms.py	default:karst_sinkholes()@506	0	module_only
—	—	sky	—	render.py	default:sun_sky_shade()@373	0.3	module_only
—	—	sky	—	render.py	kwdefault:photoreal()@390	0.3	module_only
—	—	slope_add	—	braided.py	kwdefault:braided_river()@41	0.001	module_only
—	—	slope_ref	—	winds.py	kwdefault:valley_channel()@177	0.2	module_only
—	—	slope_ref	—	winds.py	kwdefault:terrain_adjust()@213	0.2	module_only
—	—	slope_w	—	analysis.py	kwdefault:texture_base()@280	0.5	module_only
—	—	smooth	—	hydrology.py	kwdefault:water_surface()@27	1	module_only
—	—	smooth	—	render.py	default:extract_satmap()@277	1	module_only
—	—	snow_eps	—	snow.py	kwdefault:dry_snow_attribution()@99	1e-06	module_only
—	—	snow_repose_deg	—	snow.py	kwdefault:snow_step()@150	37	module_only
—	—	soil_w	—	analysis.py	kwdefault:texture_base()@280	0.3	module_only
—	—	spread_deg	—	landforms.py	kwdefault:alluvial_fan()@470	62	module_only
—	—	ss	—	hero.py	kwdefault:hero()@55	2	module_only
—	—	step	—	capability_grid.py	default:_grid()@111	0.05	module_only
—	—	step	—	hex_anatomy.py	module-const@326	74	module_only
—	—	step_growth	—	analysis.py	default:horizon_ao()@124	1.1	module_only
—	—	steps	—	capability_grid.py	default:lic()@70	16	module_only
—	—	steps	—	halfar_anatomy.py	default:shape_residual()@109	8	module_only
—	—	steps	—	halfar_anatomy.py	default:fitted_exponent()@118	8	module_only
—	—	steps	—	halfar_anatomy.py	default:volume_error()@135	8	module_only
—	—	steps	—	halfar_anatomy.py	default:t0_from_thinning()@180	8	module_only
—	—	steps	—	halfar_anatomy.py	default:rate_error()@213	8	module_only
—	—	steps	—	halfar_anatomy.py	default:rate_error_at_refined_timestep()@222	8	module_only
—	—	steps	—	halfar_anatomy.py	default:sia_at_cfl()@317	8	module_only
—	—	steps	—	halfar_anatomy.py	default:rate_bias_at_cfl()@360	8	module_only
—	—	steps	—	halfar_anatomy.py	default:cfl_distance_from_refined_timestep()@375	8	module_only
—	—	steps	—	meander.py	kwdefault:migrate()@144	1	module_only
—	—	steps	—	meander.py	kwdefault:meander_belt()@322	300	module_only
—	—	stride	—	heightfield_io.py	default:window()@106	1	module_only
—	—	subduction	—	tectonics.py	kwdefault:plate_uplift()@72	0.7	module_only
—	—	subs	—	glacier.py	module-const@62	0	module_only
—	—	subs	—	sims_illustrative.py	module-const@102	0	module_only
—	—	sun_sweep	—	graph_demo.py	default:render_all()@419	0	module_only
—	—	suspect	—	gallery.py	module-const@247	0	module_only
—	—	sz	—	anisotropy_anatomy.py	default:text()@136	14	module_only
—	—	sz	—	crater_anatomy.py	default:_text()@38	17	module_only
—	—	sz	—	hex_anatomy.py	default:_text()@77	15	module_only
—	—	talus	—	archetypes.py	default:_butte()@90	0.42	module_only
—	—	talus	—	landforms.py	default:fault_block_butte()@109	0.42	module_only
—	—	tau_y0	—	sims_illustrative.py	kwdefault:lava_flow()@28	1000	module_only
—	—	tau_y_gain	—	sims_illustrative.py	kwdefault:lava_flow()@28	30	module_only
—	—	threshold	—	analytic.py	default:avulses()@58	1	module_only
—	—	threshold_frac	—	braided.py	default:braiding_index()@109	0.25	module_only
—	—	title_h	—	archetypes.py	default:labeled_montage()@445	14	module_only
—	—	tk	—	landforms.py	module-const@433	5	module_only
—	—	v_max	—	erosion_pipe.py	kwdefault:pipe_erode()@72	8	module_only
—	—	vmin	—	heightfield_io.py	kwdefault:load_heightfield()@38	0	module_only
—	—	wall_abrasion	—	glacier.py	kwdefault:glacier_carve()@38	0	module_only
—	—	warp	—	archetypes.py	default:_butte()@90	0.12	module_only
—	—	warp	—	landforms.py	default:fault_block_butte()@109	0.12	module_only
—	—	warp	—	noise.py	default:domain_warp()@224	4	module_only
—	—	warp_amp	—	landforms.py	kwdefault:strat_coord()@63	0	module_only
—	—	warp_amp	—	landforms.py	default:terrace()@91	0	module_only
—	—	warp_amp	—	tectonics.py	kwdefault:plate_uplift()@72	9	module_only
—	—	warp_freq	—	tectonics.py	kwdefault:plate_uplift()@72	0.045	module_only
—	—	warp_wl	—	landforms.py	kwdefault:strat_coord()@63	1	module_only
—	—	warp_wl	—	landforms.py	default:terrace()@91	1	module_only
—	—	wavelength_frac	—	meander.py	kwdefault:seed_wave()@303	0.19	module_only
—	—	weather_iters	—	landforms.py	kwdefault:ridge()@319	0	module_only
—	—	width_frac	—	landforms.py	kwdefault:ridge()@319	0.16	module_only
—	—	width_frac	—	landforms.py	kwdefault:canyon()@408	0.035	module_only
—	—	wind_rate	—	snow.py	kwdefault:snow_step()@150	0.4	module_only
—	—	y_frac	—	meander.py	kwdefault:seed_wave()@303	0.5	module_only
—	—	z0	—	aeolian.py	kwdefault:shear_velocity()@57	0.001	module_only
—	—	z0	—	aeolian.py	kwdefault:transport_field()@97	0.001	module_only
—	—	z0	—	aeolian.py	kwdefault:exner_step()@144	0.001	module_only
—	—	z_exag	—	hero.py	kwdefault:hero()@55	1	module_only
—	—	z_factor	—	render.py	default:hillshade()@77	1	module_only
—	—	z_factor	—	render.py	default:sun_sky_shade()@373	1	module_only
